text,label,label_name
for topping-up is there a charge?,56,top_up_by_bank_transfer_charge
why is my identity not being verified?,68,unable_to_verify_identity
what's going on with my card? i've tried multiple times and it never goes through.,14,card_not_working
what fiat currencies are used for exchange?,36,fiat_currency_support
i need someone to assist me with explaining how much i can top-up.,60,top_up_limits
why is my exchange rate wrong?,17,card_payment_wrong_exchange_rate
"hi, yesterdays i was unable to do online shopping as it was getting declined. today i am facing the same issue. please help me in this respect.",27,declined_transfer
i happened to forget my passcode,44,passcode_forgotten
i need to cancel my recent transfer quickly since i made a mistake. please help before it goes through.,8,cancel_transfer
there is  an extra 1£ charge on my app. why did it charge me extra?,34,extra_charge_on_statement
will you accept my credit card?,54,supported_cards_and_currencies
my card won't work right now.,14,card_not_working
is there a fee for a cash withdrawal?,19,cash_withdrawal_charge
i need my card frozen cause it was used without my consent to take money out. it was in an odd place.,20,cash_withdrawal_not_recognised
how can i use my credit card to transfer money?,62,topping_up_by_card
am i charged a fee to transfer funds?,64,transfer_fee_charged
why was i charged twice for my item!,63,transaction_charged_twice
i got charged a fee for transferring money.,64,transfer_fee_charged
i was charged a fee when buying stuff with my card.,15,card_payment_fee_charged
i just lost my wallet and i think someone is using my card to withdraw my money. can you please cancel or freeze my card?!!,20,cash_withdrawal_not_recognised
can i get some help to get me card activated?,0,activate_my_card
are there limitations to what currency i can hold?,36,fiat_currency_support
i hate this company! can you delete my account?,55,terminate_account
i don't think my top up worked,59,top_up_failed
what atm locations are near me?,3,atm_support
what is the wait time for delivery to the us?,12,card_delivery_estimate
"i haven't received my transfer funds yet, where are they?",48,pending_transfer
my cash withdrawal was short.,75,wrong_amount_of_cash_received
i need to terminate my account.,55,terminate_account
i am seeing and extra 1$ charged to my account and wanted to know about it.,34,extra_charge_on_statement
you accepts my card?,10,card_acceptance
can i use visa or mastercard with your service,73,visa_or_mastercard
i have not received my pin yet,38,get_physical_card
how do i know if my top up worked?,59,top_up_failed
how can i get a card sent to china?,9,card_about_to_expire
"i need a card reactivation, i had reported my card lost but i ran across it in my jacket.",13,card_linking
is it possible for me to change my pin number?,21,change_pin
tell me why my transfer is declined.,27,declined_transfer
"i reside in the us, but i want a card.",24,country_support
how long the card validity,14,card_not_working
i wasn't able to withdraw money at an atm,26,declined_cash_withdrawal
how can i fix this?  there is a double charge on my account.,63,transaction_charged_twice
what value can i get for my currency?,32,exchange_rate
this card is accepted by what businesses?,10,card_acceptance
my top up did not go through yet.,47,pending_top_up
tell me where i can find the auto top up feature and a little bit about it please.,4,automatic_top_up
what kind of atms would this card be accepted at?,3,atm_support
"there are multiple instances where you added a fee to the payment, as well as some where you didn't. do you have an outline of when a fee will be added?",15,card_payment_fee_charged
"help, my phone was stolen, please advise!",42,lost_or_stolen_phone
there is a cash withdrawal on my statement that i don't recognize,20,cash_withdrawal_not_recognised
why won't my card work anymore?,14,card_not_working
"i got my card now, how do i make it show up in the app?",13,card_linking
why didn't i receive the correct exchange rate for an item that i purchased?,17,card_payment_wrong_exchange_rate
what do i need to do to perform identity checks?,69,verify_my_identity
"i'm having an issue with transaction. i topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. what's up with that?",61,top_up_reverted
when will my pending payment finish?,45,pending_card_payment
why is my payment declined? it looked like everything worked ok and my account was fine.,25,declined_card_payment
what are the steps for identity checks?,69,verify_my_identity
"there's a problem - i bought something about a week or two ago but just today the payment somehow came back into my account! i already received the item though, what's going on here?",53,reverted_card_payment?
what atms can i use my card at?,3,atm_support
help me!  i don't know what my password is.,44,passcode_forgotten
exchange rate on a purchase was incorrect,17,card_payment_wrong_exchange_rate
"hi,  is there any problem with app? as i am facing some issues with the exchange of crypto currency. i am extremely interested in buying.",7,beneficiary_not_allowed
"hi, would you please activate my card?",0,activate_my_card
how can i get money in my home currency while i'm traveling internationally? i wanted to take it out of a local atm but am worried that i will get charged extra fees.,76,wrong_exchange_rate_for_cash_withdrawal
why was i charged a fee to transfer money?,64,transfer_fee_charged
my refund isn't showing up,51,Refund_not_showing_up
can i top up with check?,58,top_up_by_cash_or_cheque
the exchange rate was wrong?,76,wrong_exchange_rate_for_cash_withdrawal
how do i find the pin?,38,get_physical_card
2 weeks ago i ordered my new card.  it isn't here.  what should i do?,11,card_arrival
"it seems you keep declining my transfers. before, it's always worked very well.just now when i tried to buy something the card was declined. i tried more than once and it was the same thing each time.",27,declined_transfer
i was charged a fee for withdrawing cash.,19,cash_withdrawal_charge
i would like to get your card in eu. is that possible?,24,country_support
i made an online purchase and the order has not shown up. give me my money back.,52,request_refund
"what currencies can i not hold many in, if so what are they?",36,fiat_currency_support
what should i do if i see a withdrawal is pending?,46,pending_cash_withdrawal
can i use my virtual card for recurring monthly payments?,72,virtual_card_not_working
"hello, i have recently made a purchase and have decided to cancel my purchase. is there any way that you can cancel that transaction for me so i can get the money back? it's very important.",52,request_refund
is it possible to get a visa and mastercard from you?,73,visa_or_mastercard
how can i get disposable virtual cards?,37,get_disposable_virtual_card
why was my card charged when topping off my balance but it's not showing up in my wallet balance?,62,topping_up_by_card
i need a second card on this account for my daughter.,39,getting_spare_card
what documents are required for proof of identity?,69,verify_my_identity
whats the transfer process,65,transfer_into_account
where can i modify my details?,30,edit_personal_details
can i do a swift transfer?,56,top_up_by_bank_transfer_charge
why did my account decline a incoming transfer,7,beneficiary_not_allowed
how do i get my refund back?,52,request_refund
what should i do if someone stole my phone?,42,lost_or_stolen_phone
has there been any activity on my card today?,41,lost_or_stolen_card
from where are coming your exchange rates?,32,exchange_rate
does the app top up automatically?,4,automatic_top_up
i don't know why my card payment did not work,25,declined_card_payment
my card payment didn't go through.,25,declined_card_payment
are there steps i need to take before my card expires?,9,card_about_to_expire
are extra charges added for sending out additional cards?,39,getting_spare_card
i need to add money to my account. can i do so via bank transfer?,65,transfer_into_account
i would like to know what the restrictions are for the disposable cards.,29,disposable_card_limits
are there restrictions on new cards in china?,9,card_about_to_expire
where is the tracking number for the card?,11,card_arrival
my top up was reverted. can you help?,61,top_up_reverted
my address is incorrect on my file.,30,edit_personal_details
i don't know what pending transaction means.,45,pending_card_payment
i do not understand what this particular direct debit is ?,28,direct_debit_payment_not_recognised
"i sent money to someone but they haven't gotten it, what's going on?",66,transfer_not_received_by_recipient
i'd like to delete my account.,55,terminate_account
my refund is not here yet,51,Refund_not_showing_up
i'm not sure where this charge came from.,16,card_payment_not_recognised
why isn't the recipient seeing the transaction? i just sent the money.,66,transfer_not_received_by_recipient
my transfer is pending too long.,5,balance_not_updated_after_bank_transfer
"help, lost my card",41,lost_or_stolen_card
for some reason my card payment hasn't worked. what can i do to look into that?,25,declined_card_payment
this fee shouldn't be there after i paid with a card.,15,card_payment_fee_charged
how can i exchange usd and gbp in the app?,33,exchange_via_app
what do i need to bring for identification?,68,unable_to_verify_identity
i would like help to revert a transaction i did this morning,8,cancel_transfer
what do i do after my card expires?,9,card_about_to_expire
send me my card now! asap,12,card_delivery_estimate
there's a possibility that my card was compromised.,22,compromised_card
please explain your exchange rate policy.,32,exchange_rate
i can't find the pin.,38,get_physical_card
"i have an unknown debit charge in my statement, why?",28,direct_debit_payment_not_recognised
i am very upset that i went to use my new card today and it kept getting declined. why is this happening and what do i do to not have it declined?,25,declined_card_payment
the transfer to my beneficiary has not gone through,7,beneficiary_not_allowed
what is the closest atm?,3,atm_support
"i found my card in my jacket this morning, so can i reactivate it?",13,card_linking
i made a transfer from france two days ago now but there hasn't made it there yet. do international transfers take longer?,5,balance_not_updated_after_bank_transfer
will my pin number be sent with my card?,38,get_physical_card
"lost card found, want to put it back in app",13,card_linking
why and i being charged this fee?,15,card_payment_fee_charged
i tried to get cash at some atm in the city centre earlier but the machine declined my card. i've seen it still shows up as pending in my account. please cancel it immediately as i definitely have not received that money!,46,pending_cash_withdrawal
i forgot the code i need to get into the app.,44,passcode_forgotten
why do i need to verify my account?,74,why_verify_identity
my account says i have money but i withdrew it in cash.,46,pending_cash_withdrawal
what is this extra charge for a withdrawal?,19,cash_withdrawal_charge
i want to stop my account,55,terminate_account
how long do i have to wait for a us transfer?,67,transfer_timing
"if i see a payment in the app that i don't recognize, what should i do?",16,card_payment_not_recognised
how is my money transferred to the account,65,transfer_into_account
are swift transfers supported?,56,top_up_by_bank_transfer_charge
help! i think someone has made a cash withdrawal with my card!,20,cash_withdrawal_not_recognised
"i need to get a card, how do i do that?",43,order_physical_card
why was the price higher when i paid with my card?,15,card_payment_fee_charged
how do i top up by card?,62,topping_up_by_card
"i want to transfer money into my account, what do i do?",65,transfer_into_account
i want my card i just received to show up in the app. how do i do that?,13,card_linking
"for a week now, i have tried to use my card and it is still not working.",14,card_not_working
how do i track the card you sent me?,11,card_arrival
why do you need to verify my identity?,74,why_verify_identity
my card doesn't seem to work.,14,card_not_working
the card pin is not visible anywhere?,38,get_physical_card
how many transactions can i do with my disposable card?,29,disposable_card_limits
can i choose between visa or mastercard?,73,visa_or_mastercard
how can many disposable cards can i have per day?,29,disposable_card_limits
how can i check for an unsupported merchant for my transfer request?,27,declined_transfer
my money transaction can't be seen by the person i sent it to,66,transfer_not_received_by_recipient
i need my card to be delivered fast,12,card_delivery_estimate
how long does it take to verify a cash withdraw?,46,pending_cash_withdrawal
how long do transfers take to go though,5,balance_not_updated_after_bank_transfer
what other currencies are available to change to?,33,exchange_via_app
why did it cost money to transfer funds?,64,transfer_fee_charged
do i need to verify my top-up?,71,verify_top_up
do you take swift transfers?,56,top_up_by_bank_transfer_charge
can i use my card while on vacation overseas?,10,card_acceptance
how to order a virtual card,40,getting_virtual_card
do you give out visa or mastercards?,73,visa_or_mastercard
someone besides me might be using my card.,22,compromised_card
can you tell me what the disposable cards are used for?,37,get_disposable_virtual_card
will you tell me how i am supposed to use the disposable cards?,37,get_disposable_virtual_card
why do you need verification for my identity?,74,why_verify_identity
the top-up verification code is not visible.,71,verify_top_up
how old do you have to be to open an account?,1,age_limit
can you tell me how i go about activating a new card?,0,activate_my_card
i thought it was free to make a withdrawal. so how much does it cost now?,19,cash_withdrawal_charge
why would my card payment be cancelled?,53,reverted_card_payment?
is there an auto top up option?,4,automatic_top_up
i tried entering my pin several times incorrectly. why isn't my pin working?,49,pin_blocked
i have noticed that my account was double charged for a couple of items this week. please review and refund the double charged items back.,63,transaction_charged_twice
"i tried to make a withdrawal from the atm, but it was cancelled.",26,declined_cash_withdrawal
i'm upset because i got charged a ridiculous fee when making an atm withdrawal over a holiday weekend.  it didn't notify me beforehand either or i wouldn't have ever done it.,76,wrong_exchange_rate_for_cash_withdrawal
where should i withdraw money from?,3,atm_support
"i made a mistake when making my last transfer, please cancel before it goes thru.",8,cancel_transfer
why do you keep declining my payment? i tried several times already with this card and it is just not working.,25,declined_card_payment
for some reason my card payment didn't work,25,declined_card_payment
where do i pay with my debit or credit card?,10,card_acceptance
i'm not sure how to provide my identity.,68,unable_to_verify_identity
why can i not do a  transfer,7,beneficiary_not_allowed
can someone help with my passcode?,44,passcode_forgotten
what do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
how do i request a disposable virtual card?,37,get_disposable_virtual_card
"help! i tried to get cash and it gave me some, but not the right amount!",75,wrong_amount_of_cash_received
i see i was charged $1 for a transaction.,34,extra_charge_on_statement
how do i switch to a different currency?,33,exchange_via_app
have you sent out my card yet?,11,card_arrival
need to know where money comes from,70,verify_source_of_funds
i need help with understanding why my card is not working.,14,card_not_working
"i tried to make a top-up and it was canceled, why is that?",61,top_up_reverted
can cards be delivered? where?,43,order_physical_card
for what reason must i authenticate the top up?,71,verify_top_up
when i got cash i believe that the exchange rate was wrong,76,wrong_exchange_rate_for_cash_withdrawal
what atms can i use this card?,3,atm_support
how do i go about changing my address?,30,edit_personal_details
what happens if my card expires?,9,card_about_to_expire
"i have an issue. i bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. what's going on here?",53,reverted_card_payment?
there has a recent suspicious withdrawal on my bank account. is it possible to freeze my card?,20,cash_withdrawal_not_recognised
show me how to verify my identity?,69,verify_my_identity
how do you top-up using cash?,58,top_up_by_cash_or_cheque
can i get information on topping up?,57,top_up_by_card_charge
i want to open an account for my child.,1,age_limit
"i have my card, when whill my pin be available?",38,get_physical_card
why is my top-up pending?,47,pending_top_up
are you located in other countries?,24,country_support
i am inquiring about your auto top up feature.,4,automatic_top_up
can you delete the account?,55,terminate_account
i dont have identification,68,unable_to_verify_identity
when will i get a virtual card? i haven't gotten one yet,40,getting_virtual_card
what is the formula for your exchange rate?,32,exchange_rate
how can i locate the virtual card?,40,getting_virtual_card
i need an atm right now!,3,atm_support
my balance is not what i thought it was following an atm withdrawal,46,pending_cash_withdrawal
i have a fee and i don't know why,15,card_payment_fee_charged
my card has gone missing.,41,lost_or_stolen_card
i want to revert a transaction i did,8,cancel_transfer
where'd the rest of my cash go from the atm,75,wrong_amount_of_cash_received
why hasn't my balance been updated from the check deposit i made?,6,balance_not_updated_after_cheque_or_cash_deposit
how can the money machine keep my card what do i need to do?,18,card_swallowed
i was unable to transfer money to a beneficiary.,7,beneficiary_not_allowed
do physical cards cost money?,43,order_physical_card
someone used my card without my permission.,22,compromised_card
help!  i forgot my password.,44,passcode_forgotten
i have lost my phone.,42,lost_or_stolen_phone
why has my card been declined?,25,declined_card_payment
my card payment had the wrong exchange rate,17,card_payment_wrong_exchange_rate
i want to have an item refunded can i do that?,52,request_refund
what's the maximum amount i can top up my card with please?,60,top_up_limits
i moved to a new city and need to change my address,30,edit_personal_details
what is the first step i need to make for being able to access my account?,74,why_verify_identity
does the fee for exchange change?,17,card_payment_wrong_exchange_rate
i ordered my card but it still isn't here,11,card_arrival
how do i get unblocked?,49,pin_blocked
how do i dispute a direct debit transaction?,28,direct_debit_payment_not_recognised
is it free to send out more cards?,39,getting_spare_card
can i order a card please?,43,order_physical_card
how do i input a new address?,30,edit_personal_details
i would like a card please.,43,order_physical_card
would i be able to refund an item?,52,request_refund
there is a  €1 fee on my account i didn't authorize,34,extra_charge_on_statement
i received the wrong exchange rate for an item i bought.,17,card_payment_wrong_exchange_rate
what is the most i can top-up?,60,top_up_limits
"i was trying to make a transfer and got an error message telling me it was not possible to make the transfer. this has never happened before, what happened?",7,beneficiary_not_allowed
"my card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",45,pending_card_payment
i transferred some money but it hasn't arrived.,66,transfer_not_received_by_recipient
my card did not go through in a shop,25,declined_card_payment
i noticed that there was an extra charge fee on my account. could you explain to me why?,64,transfer_fee_charged
why couldn't i use my card at a store?,25,declined_card_payment
i have transfered to my account before but it is being declined now?,27,declined_transfer
i was supposed to get a refund but i do not see it.,51,Refund_not_showing_up
am i the only one who can top-up my account?,62,topping_up_by_card
i need to change my address,30,edit_personal_details
there was an unexpected fee for my cash withdrawal!,19,cash_withdrawal_charge
"what, if any, is the limit  for auto top-up?",4,automatic_top_up
please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,27,declined_transfer
why is my card payment still pending? it should have gone through already.,45,pending_card_payment
how do i change my pin while traveling?,21,change_pin
how to get virtual card,40,getting_virtual_card
a payment on my statement is wrong.,16,card_payment_not_recognised
i have been charged twice for the same thing!,63,transaction_charged_twice
the recipient doesn't see the money transaction i made,66,transfer_not_received_by_recipient
why did my transfer not work?,35,failed_transfer
why did my top-up not go through?,61,top_up_reverted
who should i contact if the amount of my withdrawal doesn't correspond to the amount that i tried to take out of my account?,75,wrong_amount_of_cash_received
the atm ate my card; how do i get a new one?,18,card_swallowed
has my card been lost in delivery?,11,card_arrival
i was wondering if international transfers take longer than normal because i made a transfer from france a couple of days ago and nothing has happened yet?,5,balance_not_updated_after_bank_transfer
why is the exchange rate on my card payment different than i expected?,17,card_payment_wrong_exchange_rate
i don't see a refund in my account.,51,Refund_not_showing_up
how do i deactivate a stolen card?,41,lost_or_stolen_card
how many cards am i allowed?,39,getting_spare_card
"i'm looking in the app and can't find my pin, where should i look?",38,get_physical_card
how is the exchange rate doing?,32,exchange_rate
should i uninstall the app before i try it again?,23,contactless_not_working
why would a merchant revert a card payment?,53,reverted_card_payment?
is it possible to hold money in multiple currencies?,36,fiat_currency_support
i have withdrawn cash from the atm but it is showing in my account as a pending transation. why is this?,46,pending_cash_withdrawal
i lost my phone.  what do i do to block someone else from using my account?,42,lost_or_stolen_phone
how do i top up with a cheque?,58,top_up_by_cash_or_cheque
how do i know where my funds come from?,70,verify_source_of_funds
i have been charged twice for the same transaction.,63,transaction_charged_twice
i had to pay a fee when buying items with my card.,15,card_payment_fee_charged
where is card accepted,10,card_acceptance
what's the process for exchanges?,32,exchange_rate
my topping up didn't go through.,59,top_up_failed
why can't i get my top up to work in apple pay?,2,apple_pay_or_google_pay
please provide currency exchange rates,31,exchange_charge
"my pin is locked, how do i unlock it?",49,pin_blocked
my card payment failed.,25,declined_card_payment
can you see my new balance yet?,5,balance_not_updated_after_bank_transfer
"went somewhere else, need to change details",30,edit_personal_details
"i no longer have my phone, what should i do?",42,lost_or_stolen_phone
how can my account have money transferred into it?,65,transfer_into_account
i have an odd payment in my statement,16,card_payment_not_recognised
"if i am not in the country and i need to change my pin, how can this be done?",21,change_pin
i believe i got a wrong exchange rate when i got cash.,76,wrong_exchange_rate_for_cash_withdrawal
there should be a cash withdrawal that i haven't seen yet.,46,pending_cash_withdrawal
i used this account a lot during the last month to manage my payments for my new place abroad. seems that suddenly fees have increased? shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!,64,transfer_fee_charged
how much for a physical card?,43,order_physical_card
where can i use my mastercard?,10,card_acceptance
"it says that my payment is pending, what does that mean?",45,pending_card_payment
want to get a new card in china,9,card_about_to_expire
there is a withdrawal waiting.,46,pending_cash_withdrawal
i have a transaction that shows multiple times.,63,transaction_charged_twice
i needed cash from the atm but i couldn't get it.,26,declined_cash_withdrawal
can i have it delivered on a specific date?,12,card_delivery_estimate
why can't i transfer money to a beneficiery?,7,beneficiary_not_allowed
i noticed on my online statement that an atm withdrawal i made early is still pending.  is this accurate?,46,pending_cash_withdrawal
i topped up and now my money is not there anymore! what happened to it?,61,top_up_reverted
which currencies do you handle?,54,supported_cards_and_currencies
what currencies can be exchanged in the app?,33,exchange_via_app
can i use a credit card from the us to top up?,54,supported_cards_and_currencies
where is a atm that accepts mastercard?,3,atm_support
i will not be able to verify my identity.,68,unable_to_verify_identity
why did the atm swallow my card?,18,card_swallowed
i think my top up was reversed.,61,top_up_reverted
"the atm would not give me cash,why?",26,declined_cash_withdrawal
i have heard about these disposable virtual cards but don't understand how they work.,37,get_disposable_virtual_card
why can't my id be verified?,68,unable_to_verify_identity
i withdraw cash from the atm and was charged a fee,19,cash_withdrawal_charge
when are you going to activate my card?,0,activate_my_card
is my card denied anywhere?,10,card_acceptance
how do i transfer money from my bank account?,65,transfer_into_account
will i get charged fees when i add money with an international card?,57,top_up_by_card_charge
i sees some suspicious spending on my credit card that i don't recall i had made. what should i do?,22,compromised_card
is my new card activated?,0,activate_my_card
will it be possible to change from usd to gbp with this app?,33,exchange_via_app
i've tried completing a very standard transfer and have already attempted it 5 times. what's going on here? is there a problem with your system?,35,failed_transfer
i received my new card.  where is it in the app?,13,card_linking
i don't see my card anywhere in the app.,13,card_linking
i need to verify the source of funds.,70,verify_source_of_funds
i have forgotten my passcode,44,passcode_forgotten
why do you need so much id info from me?,74,why_verify_identity
someone mugged my and stole everything.  i can't use the app.  what should i do?,42,lost_or_stolen_phone
why is my transfer not showing,5,balance_not_updated_after_bank_transfer
how do i order another card?,39,getting_spare_card
how many active transactions can i make with a disposable card?,29,disposable_card_limits
my card was refused,25,declined_card_payment
why can't i make multiple payments with my virtual card?,72,virtual_card_not_working
how come when i tried to pay contactless at the bus it didnt work?,23,contactless_not_working
i cannot see a refund in my account,51,Refund_not_showing_up
why is my refund not visible on my statement?,51,Refund_not_showing_up
please explain to me the process of getting a virtual card.,40,getting_virtual_card
what are the benefits of a disposable card?,37,get_disposable_virtual_card
will i be charged for adding money using an international card?,57,top_up_by_card_charge
"i just did a transfer, but don't see the money in my account. what's up?",67,transfer_timing
i need to transfer money to my account from another bank,65,transfer_into_account
how do you do currency exchanges?,32,exchange_rate
what country's money can i hold currency in?,36,fiat_currency_support
i was getting cash and the card got stuck inside,18,card_swallowed
do you provide currency exchange to euros?,36,fiat_currency_support
i prefer to get a mastercard.,73,visa_or_mastercard
are there certain cards and currencies you support?,54,supported_cards_and_currencies
how long does it take to activate my card?,0,activate_my_card
"the cheque i sent a few days ago has not been deposited yet, what is the hold up?",6,balance_not_updated_after_cheque_or_cash_deposit
can you unblock my pin because i put the wrong one too many times.,49,pin_blocked
where is the cash i deposited?,6,balance_not_updated_after_cheque_or_cash_deposit
"how do i know if i will get my card, or if it is lost?",11,card_arrival
i can't seem to use my card. can you help?,14,card_not_working
what do i need to do to verify my funds?,70,verify_source_of_funds
i thought transfers were free of charge.  i bought something abroad and got charged a ridiculous fee. how do i get this problem fixed.,64,transfer_fee_charged
i just got my new card and tried using it and it was declined?,25,declined_card_payment
"i was abroad and needed some cash, but i think the wrong exchange rate was applied to the transaction.",76,wrong_exchange_rate_for_cash_withdrawal
money that i have transferred hasn't arrived yet,5,balance_not_updated_after_bank_transfer
i would like to invalidate my account.  i am very disappointed with your services.,55,terminate_account
what's my limit for topping up?,60,top_up_limits
"give me my card, i need it now!",12,card_delivery_estimate
i'm still waiting for my card that was issued a week ago. what should i do?,11,card_arrival
is there a function where i can top-up automatically?,4,automatic_top_up
why have i been charged an extra £1?,34,extra_charge_on_statement
is there anyway to bypass identity verification?,74,why_verify_identity
can i use american express with apple pay? why does it make my top up not work?,2,apple_pay_or_google_pay
i have to quickly transfer something to china. how long will it take to arrive there?,67,transfer_timing
i cannot get my google pay to work.,2,apple_pay_or_google_pay
is the identity check part of bank policy?,74,why_verify_identity
how can i make my card show up in the app?,13,card_linking
the app shows a withdrawal that i did not make or authorize.,20,cash_withdrawal_not_recognised
can it be delivered on a certain date?,12,card_delivery_estimate
is there a disposable virtual card option?,37,get_disposable_virtual_card
where is the card pin located?,38,get_physical_card
someone must have found my card details as i don't recognize these transactions.,22,compromised_card
the wrong account was used during a transaction.,8,cancel_transfer
how come i was charged an extra fee when paying with the card?,15,card_payment_fee_charged
i just transferred some money. why was i charged a fee?,64,transfer_fee_charged
is there anywhere i can't use my card?,10,card_acceptance
why was my exchange rate a different amount than usual?,17,card_payment_wrong_exchange_rate
"my pin seems to be blocked, help me access it?",49,pin_blocked
can i use a visa or mastercard?,73,visa_or_mastercard
where to i get my funds from?,70,verify_source_of_funds
the exchange rate is incorrect for something i bought,17,card_payment_wrong_exchange_rate
changing my pin,21,change_pin
can i transfer my payroll to the bank?,50,receiving_money
"hi, i am on vacation in spain and someone stole my bag with my phone and wallet with cards and everything. can you block it asap and then i want to order a new one also asap.",41,lost_or_stolen_card
is there a limit on how many times i can use a disposable card?,29,disposable_card_limits
why is my card payment pending?,45,pending_card_payment
why did withdrawing money cost me extra?,19,cash_withdrawal_charge
not sure what my password is.,44,passcode_forgotten
how can i add money automatically?,4,automatic_top_up
"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?",46,pending_cash_withdrawal
i think i was charged extra on my payment on last saturday.  maybe the exchange rate was wrong?  i'd like a refund.,17,card_payment_wrong_exchange_rate
i'm confused as to why my transfer is still listed as pending on the website.,48,pending_transfer
am i going to see a charge for a sepa transfer?,56,top_up_by_bank_transfer_charge
can i top up my card with other cards?,54,supported_cards_and_currencies
i want a refund on a direct debit.,28,direct_debit_payment_not_recognised
can you tell me what this cash withdrawal is?,20,cash_withdrawal_not_recognised
what is the price for an additional card?,39,getting_spare_card
i don't know what a pending payment is.,45,pending_card_payment
is there any reason why my card didn't work when i tried to top up?,59,top_up_failed
will i receive all the money sent to my account by sepa transfer?,56,top_up_by_bank_transfer_charge
"i see in the app some cash was withdrawn, but it's not mine.",20,cash_withdrawal_not_recognised
i need to transfer money into this account from my other bank account.,65,transfer_into_account
i couldnt transfer money from my account.,35,failed_transfer
could i raise a dispute for a large payment that i found out was not done by me in my couple of last statements? i am aware its delayed now. please help me out.,28,direct_debit_payment_not_recognised
where did my deposit for my source of funds come from?,70,verify_source_of_funds
why was i charged this extra fee while doing a transfer?,64,transfer_fee_charged
i haven't received my pin,38,get_physical_card
why is the exchange rate different from what i expected?,17,card_payment_wrong_exchange_rate
something's wrong my card won't work.,14,card_not_working
my app shows cash i didn't get.,20,cash_withdrawal_not_recognised
card is being used by someone else,22,compromised_card
i would like to change my address.,30,edit_personal_details
"i can't transfer any money from my account to my friend's account, it keeps rejecting it. can you tell me why? i have enough funds in my account to transfer.",35,failed_transfer
how long does it take for a new card to ship?,11,card_arrival
where can i sign up for a virtual card?,40,getting_virtual_card
why did using an atm cause me to have an extra fee charged?,19,cash_withdrawal_charge
i recently transferred money to my account when will it show up?,5,balance_not_updated_after_bank_transfer
can i use top-up with apple pay?,2,apple_pay_or_google_pay
where are the transfers originating,70,verify_source_of_funds
how do i activate my card so i can start using it?,0,activate_my_card
how long does it take for me to get my pin,38,get_physical_card
how do i set up my card pin?,38,get_physical_card
what fees to you have for top ups?,57,top_up_by_card_charge
my disposable virtual card isn't working.,72,virtual_card_not_working
what is identity check?,74,why_verify_identity
